,Brand,Model,Year,Transmission,Fuel,Capacity,Mileage,Price
0,NISSAN,March,2000,Automatic,Petrol,1000,45000,2700000
1,NISSAN,March,2000,Automatic,Petrol,1000,46000,2725000
2,SUZUKI,BALENO,2000,Manual,Petrol,1300,50000,2275000
3,Mitsubishi,Montero,2000,Automatic,Petrol,1500,56000,10800000
4,TOYOTA,Starlet,2000,Automatic,Petrol,660,57000,2775000
5,NISSAN,Cefiro,2000,Automatic,Petrol,1999,59000,2650000
6,TOYOTA,Dolphin,2000,Manual,Diesel,1500,60000,3500000
7,NISSAN,March,2000,Automatic,Petrol,1333,62000,3300000
8,NISSAN,Sunny,2000,Automatic,Petrol,1500,64900,4450000
9,Mitsubishi,Galant,2000,Manual,Diesel,2000,65000,3500000
10,NISSAN,Sunny,2000,Automatic,Petrol,1500,65000,2600000
11,NISSAN,Sunny,2000,Automatic,Petrol,1500,65000,4350000
12,NISSAN,Sunny,2000,Automatic,Petrol,1500,65000,4450000
13,NISSAN,March,2000,Manual,Petrol,1000,67000,2550000
14,TOYOTA,Noah,2000,Automatic,Petrol,1790,68000,4650000
15,NISSAN,Cefiro,2000,Automatic,Petrol,2000,69000,3650000
16,NISSAN,Sunny,2000,Automatic,Petrol,1500,70000,3200000
17,NISSAN,FB15,2000,Automatic,Petrol,1500,71000,3550000
18,HONDA,Civic,2000,Automatic,Petrol,1500,72360,2950000
19,BENZ,S320,2000,Automatic,Petrol,3200,72580,7650000
20,NISSAN,March,2000,Automatic,Petrol,10000,75000,2690000
21,Mitsubishi,MiniCab,2000,Manual,Petrol,650,75000,2100000
22,BMW,320D,2000,Manual,Diesel,2000,78000,6000000
23,NISSAN,March,2000,Automatic,Petrol,1000,78000,2975000
24,NISSAN,March,2000,Automatic,Petrol,1000,79000,2860000
25,Mitsubishi,Lancer,2000,Manual,Diesel,2000,80000,2150000
26,BENZ,ML270,2000,Manual,Diesel,2688,80000,5000000
27,Mitsubishi,Montero,2000,Automatic,Diesel,3200,80000,11900000
28,TOYOTA,Carina,2000,Automatic,Petrol,1500,82700,5450000
29,HONDA,Acty,2000,Manual,Petrol,650,83000,2375000
30,NISSAN,Cefiro,2000,Automatic,Petrol,1995,85000,2400000
31,TOYOTA,Corolla,2000,Automatic,Petrol,1500,85000,3700000
32,TOYOTA,Mark,2000,Automatic,Petrol,3000,85000,6250000
33,Mitsubishi,Minicab,2000,Automatic,Petrol,650,85000,2150000
34,SUZUKI,Swift,2000,Manual,Petrol,1300,85000,2260000
35,NISSAN,March,2000,Manual,Petrol,1000,87400,2325000
36,NISSAN,March,2000,Manual,Petrol,1000,87400,2325000
37,NISSAN,March,2000,Automatic,Petrol,1000,87644,2775000
38,NISSAN,March,2000,Manual,Petrol,1000,88000,2500000
39,NISSAN,Sunny,2000,Automatic,Petrol,1500,88000,3490000
40,Mitsubishi,Montero,2000,Automatic,Petrol,3500,89000,9000000
41,Mitsubishi,Montero,2000,Automatic,Petrol,3500,89000,10600000
42,TOYOTA,VITZ,2000,Automatic,Petrol,1000,89000,2990000
43,Mitsubishi,Fuso,2000,Manual,Diesel,7545,90000,5600000
44,Mitsubishi,Lancer,2000,Manual,Petrol,1300,90000,3895000
45,Mitsubishi,Pajero,2000,Automatic,Petrol,3400,90000,9500000
46,NISSAN,Patrol,2000,Automatic,Petrol,1500,90000,3775000
47,NISSAN,Sunny,2000,Automatic,Petrol,1500,90000,3775000
48,NISSAN,Sunny,2000,Automatic,Petrol,1497,91962,2700000
49,SUZUKI,EVERY,2000,Automatic,Petrol,660,92000,2395000
50,NISSAN,N16,2000,Automatic,Petrol,1500,92000,3725000
51,SUZUKI,ALTO,2000,Automatic,Petrol,650,93000,2290000
52,TOYOTA,Avalon,2000,Automatic,Petrol,3000,93000,3250000
53,TOYOTA,Harrier,2000,Automatic,Petrol,2100,93808,5690000
54,NISSAN,Cefiro,2000,Automatic,Petrol,2000,94000,3000000
55,Mitsubishi,Pajero,2000,Manual,Diesel,2300,94560,7050000
56,NISSAN,Bluebird,2000,Manual,Diesel,2000,95000,2425000
57,TOYOTA,Dolphin,2000,Automatic,Diesel,2980,95000,5475000
58,Mitsubishi,Montero,2000,Tiptronic,Petrol,3500,96000,8850000
59,Mitsubishi,Montero,2000,Automatic,Petrol,3490,96000,8990000
60,Mitsubishi,Montero,2000,Automatic,Petrol,3500,96000,9075000
61,Mitsubishi,Montero,2000,Automatic,Petrol,3500,96000,9500000
62,Mitsubishi,Montero,2000,Automatic,Petrol,3490,96000,9690000
63,Mitsubishi,Montero,2000,Automatic,Petrol,3490,96000,9690000
64,NISSAN,March,2000,Automatic,Petrol,990,96960,2650000
65,SUZUKI,ALTO,2000,Automatic,Petrol,800,97000,2275000
66,Mitsubishi,Mirage,2000,Manual,Petrol,1500,98000,3400000
67,Mitsubishi,Montero,2000,Automatic,Petrol,3500,98000,9690000
68,TOYOTA,Soluna,2000,Manual,Petrol,1500,98000,2750000
69,Mitsubishi,Pajero,2000,Automatic,Petrol,3490,98830,5000000
70,BENZ,C200,2000,Manual,Petrol,1998,100000,5350000
71,Mitsubishi,Canter,2000,Manual,Diesel,4210,100000,3525000
72,HONDA,City,2000,Automatic,Petrol,1500,100000,2975000
73,TOYOTA,Corolla,2000,Manual,Diesel,1970,100000,2375000
74,NISSAN,Dayz,2000,Automatic,Petrol,1300,100000,2245000
75,NISSAN,FB15,2000,Automatic,Petrol,1500,100000,3350000
76,Mitsubishi,Galant,2000,Automatic,Petrol,2000,100000,2350000
77,NISSAN,March,2000,Automatic,Petrol,1000,100000,2485000
78,NISSAN,March,2000,Manual,Petrol,1000,100000,2550000
79,NISSAN,March,2000,Automatic,Petrol,1000,100000,2790000
80,Mitsubishi,MiniCab,2000,Manual,Petrol,650,100000,2175000
81,Mitsubishi,Montero,2000,Tiptronic,Petrol,3500,100000,5750000
82,Mitsubishi,Pajero,2000,Automatic,Petrol,1830,100000,4750000
83,NISSAN,Sunny,2000,Automatic,Petrol,1600,100000,2550000
84,TOYOTA,Townace,2000,Automatic,Diesel,2000,100000,6800000
85,NISSAN,Wingroad,2000,Automatic,Petrol,1498,100000,2450000
86,NISSAN,March,2000,Automatic,Petrol,1300,101000,3400000
87,TOYOTA,Corolla,2000,Automatic,Petrol,1500,101135,4000000
88,NISSAN,Sunny,2000,Automatic,Petrol,1500,101500,3525000
89,TOYOTA,Corolla,2000,Manual,Petrol,1500,101520,3050000
90,NISSAN,Sunny,2000,Automatic,Petrol,1490,101987,2890000
91,NISSAN,Wingroad,2000,Manual,Petrol,1490,101998,3325000
92,NISSAN,Wingroad,2000,Manual,Petrol,1490,102000,3225000
93,SUZUKI,Baleno,2000,Manual,Petrol,1300,102381,2075000
94,NISSAN,FB15,2000,Automatic,Petrol,1500,102400,3200000
95,BMW,320D,2000,Manual,Diesel,2000,103000,5200000
96,SUZUKI,Cultus,2000,Automatic,Petrol,1500,103435,2550000
97,SUZUKI,Cultus,2000,Automatic,Petrol,1500,103435,2550000
98,NISSAN,Cedric,2000,Automatic,Petrol,2500,104000,5500000
99,NISSAN,March,2000,Automatic,Petrol,1000,104000,3180000
100,NISSAN,Patrol,2000,Manual,Diesel,4200,104200,12000000
101,NISSAN,AD,2000,Manual,Petrol,1290,105000,2550000
102,TOYOTA,Carina,2000,Automatic,Petrol,1650,105000,5250000
103,NISSAN,Sunny,2000,Automatic,Petrol,1500,105000,3435000
104,Mitsubishi,Pajero,2000,Automatic,Petrol,1990,105212,5550000
105,Mitsubishi,Pajero,2000,Automatic,Petrol,1990,105212,5790000
106,Mitsubishi,Pajero,2000,Automatic,Petrol,1990,105212,5550000
107,TOYOTA,VITZ,2000,Automatic,Petrol,1000,106000,3250000
108,TOYOTA,Platz,2000,Automatic,Petrol,1000,106500,2550000
109,TOYOTA,Harrier,2000,Automatic,Petrol,1500,107000,4890000
110,TOYOTA,Harrier,2000,Automatic,Petrol,3000,107000,4890000
111,TOYOTA,Soluna,2000,Automatic,Petrol,1500,107010,2750000
112,TOYOTA,Soluna,2000,Automatic,Petrol,1500,107015,2750000
113,TOYOTA,Soluna,2000,Automatic,Petrol,1500,107017,2750000
114,TOYOTA,Kr42,2000,Automatic,Petrol,1800,108000,6200000
115,NISSAN,X-Trail,2000,Automatic,Petrol,2000,108342,4290000
116,BENZ,C200,2000,Manual,Petrol,1991,109000,3850000
117,BENZ,C200,2000,Manual,Petrol,1991,109000,3850000
118,NISSAN,March,2000,Automatic,Petrol,990,109000,2695000
119,TOYOTA,Platz,2000,Automatic,Petrol,1500,109000,3250000
120,SUZUKI,Swift,2000,Manual,Petrol,1300,109000,2350000
121,NISSAN,Sunny,2000,Automatic,Petrol,1490,109600,3975000
122,SUZUKI,ALTO,2000,Manual,Petrol,650,110000,2075000
123,SUZUKI,ALTO,2000,Automatic,Petrol,650,110000,2595000
124,SUZUKI,ALTO,2000,Manual,Petrol,650,110000,2075000
125,NISSAN,Cefiro,2000,Automatic,Petrol,1995,110000,2965800
126,NISSAN,Cefiro,2000,Automatic,Petrol,1995,110000,2975000
127,TOYOTA,Corolla,2000,Manual,Petrol,1332,110000,3600000
128,TOYOTA,Corolla,2000,Automatic,Petrol,1500,110000,3750000
129,BENZ,E200,2000,Automatic,Petrol,2000,110000,4500000
130,SUZUKI,EVERY,2000,Automatic,Petrol,650,110000,2150000
131,TOYOTA,KR42,2000,Automatic,Diesel,2180,110000,4900000
132,NISSAN,March,2000,Automatic,Petrol,990,110000,2000000
133,NISSAN,March,2000,Automatic,Petrol,1000,110000,2450000
134,Mitsubishi,Montero,2000,Automatic,Petrol,3500,110000,9966000
135,TOYOTA,Platz,2000,Automatic,Petrol,1000,110000,2450000
136,SUZUKI,Swift,2000,Manual,Petrol,1300,110000,2290000
137,NISSAN,March,2000,Automatic,Petrol,990,111000,2250000
138,Mitsubishi,Montero,2000,Automatic,Petrol,3500,111000,8500000
139,TOYOTA,Corolla,2000,Automatic,Petrol,1500,111111,4525000
140,NISSAN,Cefiro,2000,Automatic,Petrol,2000,112000,3150000
141,TOYOTA,Corolla,2000,Automatic,Petrol,1500,112000,3150000
142,NISSAN,FB15,2000,Automatic,Petrol,1500,112000,3375000
143,NISSAN,Cefiro,2000,Manual,Petrol,1990,112045,2450000
144,NISSAN,Sunny,2000,Automatic,Petrol,1500,112852,3450000
145,HONDA,City,2000,Automatic,Petrol,1500,113000,2825000
146,NISSAN,March,2000,Automatic,Petrol,1000,113000,2690000
147,NISSAN,March,2000,Automatic,Petrol,1000,113000,2550000
148,NISSAN,March,2000,Automatic,Petrol,1000,113000,2600000
149,TOYOTA,Mark,2000,Automatic,Petrol,2500,113000,5500000
150,NISSAN,Sunny,2000,Automatic,Petrol,1500,113233,3350000
151,TOYOTA,Corolla,2000,Automatic,Petrol,1490,114500,4150000
152,TOYOTA,Corolla,2000,Automatic,Petrol,1490,114500,4250000
153,Mitsubishi,Montero,2000,Tiptronic,Petrol,3500,115000,9950000
154,NISSAN,Sunny,2000,Manual,Petrol,1500,115000,2650000
155,NISSAN,March,2000,Automatic,Petrol,1000,116000,2475000
156,NISSAN,March,2000,Manual,Petrol,990,116000,2690000
157,TOYOTA,Platz,2000,Automatic,Petrol,1000,116000,2685000
158,TOYOTA,VITZ,2000,Automatic,Petrol,1000,116000,3375000
159,TOYOTA,VITZ,2000,Automatic,Petrol,1000,116000,3375000
160,TOYOTA,VITZ,2000,Automatic,Petrol,1000,116000,3475000
161,NISSAN,March,2000,Automatic,Petrol,1500,116031,2750000
162,NISSAN,March,2000,Automatic,Petrol,1500,116031,2750000
163,NISSAN,March,2000,Automatic,Petrol,1000,116031,2800000
164,TOYOTA,Corolla,2000,Automatic,Petrol,1490,116690,4050000
165,HONDA,CRV,2000,Automatic,Petrol,2000,117000,4650000
166,NISSAN,FB15,2000,Automatic,Petrol,1500,117000,3325000
167,NISSAN,March,2000,Automatic,Petrol,1000,117000,2680000
168,NISSAN,March,2000,Automatic,Petrol,1000,117000,2590000
169,NISSAN,March,2000,Automatic,Petrol,1000,117000,2690000
170,NISSAN,Sunny,2000,Automatic,Petrol,1500,117000,2800000
171,TOYOTA,VITZ,2000,Automatic,Petrol,1000,117000,3650000
172,NISSAN,Wingroad,2000,Manual,Petrol,1500,117000,2895000
173,NISSAN,March,2000,Automatic,Petrol,990,118000,2525000
174,NISSAN,March,2000,Automatic,Petrol,990,118000,2525000
175,NISSAN,X,2000,Automatic,Petrol,1990,118000,4175000
176,Mitsubishi,Pajero,2000,Automatic,Petrol,1830,119000,7000000
177,BENZ,S350,2000,Tiptronic,Petrol,2800,119000,5400000
178,NISSAN,Wingroad,2000,Automatic,Petrol,1500,119000,3800000
179,AUDI,A6,2000,Tiptronic,Petrol,1790,120000,2850000
180,SUZUKI,ALTO,2000,Automatic,Petrol,650,120000,2050000
181,SUZUKI,ALTO,2000,Automatic,Petrol,650,120000,2050000
182,BENZ,C250,2000,Manual,Petrol,2500,120000,4000000
183,TOYOTA,Cami,2000,Manual,Petrol,1300,120000,3675000
184,TOYOTA,Cami,2000,Manual,Petrol,1300,120000,3775000
185,NISSAN,Cefiro,2000,Automatic,Petrol,2000,120000,3625000
186,NISSAN,Cefiro,2000,Automatic,Petrol,2000,120000,3625000
187,NISSAN,Cefiro,2000,Automatic,Petrol,2000,120000,3900000
188,TOYOTA,Corolla,2000,Automatic,Petrol,1350,120000,2775000
189,NISSAN,FB15,2000,Automatic,Petrol,1500,120000,3700000
190,NISSAN,FB15,2000,Automatic,Petrol,1500,120000,3675000
191,Mitsubishi,Lancer,2000,Automatic,Petrol,1500,120000,2700000
192,Mitsubishi,Libero,2000,Automatic,Petrol,1350,120000,2300000
193,Mitsubishi,Libero,2000,Automatic,Petrol,1350,120000,2375000
194,NISSAN,March,2000,Automatic,Petrol,1000,120000,2285000
195,NISSAN,March,2000,Automatic,Petrol,1300,120000,2450000
196,NISSAN,March,2000,Automatic,Petrol,1000,120000,2650000
197,NISSAN,March,2000,Automatic,Petrol,1000,120000,2650000
198,NISSAN,March,2000,Automatic,Petrol,1000,120000,2675000
199,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,3375000
200,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,3785000
201,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,3985000
202,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,4285000
203,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,4285000
204,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,4385000
205,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,4395000
206,TOYOTA,Mark,2000,Automatic,Petrol,1980,120000,4285000
207,Mitsubishi,Montero,2000,Automatic,Petrol,3500,120000,9000000
208,NISSAN,N16,2000,Manual,Petrol,1500,120000,3150000
209,Mitsubishi,Pajero,2000,Tiptronic,Petrol,3000,120000,8500000
210,TOYOTA,Soluna,2000,Manual,Petrol,1500,120000,2550000
211,NISSAN,Sunny,2000,Automatic,Petrol,1500,120000,2575000
212,NISSAN,Sunny,2000,Manual,Petrol,1500,120000,2595000
213,NISSAN,Sunny,2000,Manual,Petrol,1500,120000,2690000
214,NISSAN,Sunny,2000,Automatic,Petrol,1500,120000,3350000
215,NISSAN,Sunny,2000,Automatic,Petrol,1500,120000,3300000
216,NISSAN,Super,2000,Automatic,Petrol,1490,120000,3550000
217,NISSAN,Super,2000,Automatic,Petrol,1490,120000,3550000
218,TOYOTA,VITZ,2000,Automatic,Petrol,1000,120000,3200000
219,TOYOTA,VITZ,2000,Automatic,Petrol,1000,120000,3200000
220,TOYOTA,VITZ,2000,Automatic,Petrol,1000,120000,3025000
221,NISSAN,X-Trail,2000,Automatic,Petrol,2000,120000,5290000
222,TOYOTA,Duet,2000,Automatic,Petrol,1000,120001,2575000
223,TOYOTA,Duet,2000,Automatic,Petrol,1000,120001,2575000
224,TOYOTA,Corolla,2000,Automatic,Petrol,1490,120253,3695000
225,NISSAN,Bluebird,2000,Manual,Diesel,2000,120500,2450000
226,NISSAN,March,2000,Automatic,Petrol,1000,120870,2500000
227,NISSAN,Cefiro,2000,Manual,Petrol,2000,121000,3390000
228,NISSAN,Cefiro,2000,Automatic,Petrol,2000,121000,3650000
229,TOYOTA,Corolla,2000,Automatic,Petrol,1330,121000,2750000
230,TOYOTA,Corolla,2000,Automatic,Petrol,1330,121000,2750000
231,TOYOTA,Corolla,2000,Automatic,Petrol,1500,121000,4100000
232,NISSAN,FB15,2000,Automatic,Petrol,1500,121000,3200000
233,TOYOTA,Mark,2000,Automatic,Petrol,1980,121000,5490000
234,TOYOTA,Mark,2000,Automatic,Petrol,1980,121000,5490000
235,NISSAN,AD,2000,Manual,Diesel,1999,121096,2400000
236,NISSAN,AD,2000,Manual,Diesel,1999,121096,2400000
237,NISSAN,Sunny,2000,Automatic,Petrol,1498,121666,3890000
238,NISSAN,Sunny,2000,Automatic,Petrol,1498,121666,3890000
239,BMW,530d,2000,Manual,Diesel,3000,122000,7900000
240,Mitsubishi,Montero,2000,Automatic,Petrol,3490,122000,9200000
241,Mitsubishi,Montero,2000,Automatic,Petrol,3490,122000,10100000
242,Mitsubishi,Montero,2000,Manual,Diesel,2835,122000,10300000
243,Mitsubishi,Montero,2000,Manual,Diesel,2835,122000,12500000
244,Mitsubishi,Pajero,2000,Automatic,Petrol,1830,122000,4090000
245,NISSAN,Sunny,2000,Automatic,Diesel,2000,122000,2950000
246,NISSAN,Sunny,2000,Automatic,Petrol,1300,122000,3200000
247,NISSAN,Sunny,2000,Automatic,Petrol,1300,122000,3450000
248,NISSAN,Sunny,2000,Automatic,Petrol,1300,122000,3450000
249,NISSAN,Sunny,2000,Automatic,Petrol,1300,122000,3450000
250,NISSAN,March,2000,Manual,Petrol,1000,122287,2350000
251,NISSAN,FB15,2000,Automatic,Petrol,1500,123000,3450000
252,NISSAN,FB15,2000,Automatic,Petrol,1500,123000,3450000
253,NISSAN,March,2000,Automatic,Petrol,1000,123000,2650000
254,TOYOTA,RAV4,2000,Automatic,Petrol,2000,123000,4450000
255,TOYOTA,Soluna,2000,Automatic,Petrol,1500,123000,2695000
256,TOYOTA,VITZ,2000,Automatic,Petrol,1000,123000,2785000
257,NISSAN,March,2000,Automatic,Petrol,990,123407,2195000
258,TOYOTA,EE102,2000,Automatic,Petrol,1500,123456,2340000
259,NISSAN,FB15,2000,Automatic,Petrol,1490,123456,3590000
260,Mitsubishi,Montero,2000,Automatic,Petrol,3500,123689,7150000
261,Mitsubishi,Montero,2000,Automatic,Petrol,3500,123689,7990000
262,TOYOTA,Corolla,2000,Automatic,Petrol,1300,124000,3150000
263,TOYOTA,Dx,2000,Automatic,Petrol,1500,124000,2450000
264,Mitsubishi,Montero,2000,Automatic,Petrol,3490,124000,11700000
265,NISSAN,N16,2000,Automatic,Petrol,1760,124000,3550000
266,NISSAN,Sunny,2000,Automatic,Petrol,1490,124000,2775000
267,Mitsubishi,Montero,2000,Automatic,Diesel,2835,124202,6750000
268,Mitsubishi,Mitsubishi,2000,Manual,Diesel,2180,124969,3160000
269,BENZ,C200,2000,Manual,Petrol,2000,125000,3350000
270,TOYOTA,Carina,2000,Automatic,Petrol,1500,125000,4750000
271,TOYOTA,Corolla,2000,Automatic,Petrol,1300,125000,2700000
272,HONDA,CRV,2000,Automatic,Petrol,1970,125000,4900000
273,NISSAN,FB15,2000,Automatic,Petrol,1500,125000,3650000
274,NISSAN,FB15,2000,Automatic,Petrol,1490,125000,3875000
275,NISSAN,March,2000,Automatic,Petrol,1330,125000,2050000
276,NISSAN,March,2000,Automatic,Petrol,1000,125000,2775000
277,NISSAN,N16,2000,Automatic,Petrol,1500,125000,3250000
278,NISSAN,N16,2000,Manual,Petrol,1500,125000,3275000
279,Mitsubishi,Pajero,2000,Automatic,Petrol,1830,125000,5500000
280,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,2750000
281,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3125000
282,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3300000
283,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3350000
284,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3490000
285,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3500000
286,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3790000
287,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,3800000
288,NISSAN,Sunny,2000,Automatic,Petrol,1500,125000,4450000
289,NISSAN,Vanette,2000,Manual,Diesel,2700,125000,3100000
290,TOYOTA,VITZ,2000,Automatic,Petrol,1000,125000,3300000
291,NISSAN,X,2000,Automatic,Petrol,2000,125000,4500000
292,TOYOTA,Soluna,2000,Manual,Petrol,1500,125253,2800000
293,Mitsubishi,Galant,2000,Manual,Diesel,1998,125676,2895000
294,NISSAN,Cefiro,2000,Automatic,Petrol,1995,126000,2450000
295,HONDA,Civic,2000,Automatic,Petrol,1500,126000,4450000
296,TOYOTA,Harrier,2000,Automatic,Petrol,3000,126000,5600000
297,TOYOTA,Harrier,2000,Automatic,Petrol,3000,126000,5650000
298,TOYOTA,Land,2000,Manual,Diesel,3000,126000,12500000
299,TOYOTA,Platz,2000,Automatic,Petrol,990,126000,3250000
300,Mitsubishi,Montero,2000,Automatic,Petrol,3490,126100,9000000
301,Mitsubishi,Montero,2000,Automatic,Petrol,3490,126100,9000000
302,BMW,X5,2000,Automatic,Petrol,4500,126201,4800000
303,BMW,X5,2000,Automatic,Petrol,4500,126201,4800000
304,BENZ,C200,2000,Manual,Petrol,2000,126750,5350000
305,AUDI,A6,2000,Tiptronic,Petrol,1790,127000,3050000
306,NISSAN,Cefiro,2000,Automatic,Petrol,2000,127000,3650000
307,NISSAN,FB15,2000,Automatic,Petrol,1500,127000,3375000
308,NISSAN,March,2000,Automatic,Petrol,1000,127000,2375000
309,NISSAN,N16,2000,Automatic,Petrol,1500,127000,3350000
310,NISSAN,N16,2000,Automatic,Petrol,1596,127000,3600000
311,NISSAN,Sunny,2000,Automatic,Petrol,1500,127000,3390000
312,NISSAN,Sunny,2000,Automatic,Petrol,1500,127000,3850000
313,NISSAN,AD,2000,Automatic,Petrol,1490,127822,2090000
314,NISSAN,FB15,2000,Automatic,Petrol,1500,128000,3250000
315,NISSAN,March,2000,Automatic,Petrol,1300,128000,3125000
316,Mitsubishi,Montero,2000,Tiptronic,Petrol,3500,128000,7950000
317,Mitsubishi,Montero,2000,Automatic,Petrol,3500,128000,8550000
318,Mitsubishi,Montero,2000,Automatic,Petrol,3500,128000,8650000
319,Mitsubishi,Montero,2000,Automatic,Petrol,3500,128000,8650000
320,Mitsubishi,Montero,2000,Automatic,Petrol,3500,128000,8675000
321,NISSAN,Presea,2000,Automatic,Petrol,1500,128000,2750000
322,NISSAN,Presea,2000,Automatic,Petrol,1500,128000,2750000
323,TOYOTA,Cami,2000,Automatic,Petrol,1300,128400,4225000
324,TOYOTA,Corolla,2000,Automatic,Petrol,1330,129000,2775000
325,TOYOTA,Soluna,2000,Automatic,Petrol,1500,129000,2890000
326,TOYOTA,Soluna,2000,Automatic,Petrol,1500,129000,2890000
327,NISSAN,Sunny,2000,Automatic,Petrol,1600,129000,3350000
328,Mitsubishi,Montero,2000,Tiptronic,Petrol,3500,129927,7985000
329,BMW,320D,2000,Manual,Diesel,2000,130000,6500000
330,NISSAN,AD,2000,Manual,Petrol,1300,130000,2000000
331,TOYOTA,Corolla,2000,Automatic,Petrol,1500,130000,4750000
332,TOYOTA,Corolla,2000,Automatic,Petrol,1500,130000,4785000
333,SUZUKI,EVERY,2000,Automatic,Petrol,650,130000,2250000
334,TOYOTA,Hilux,2000,Manual,Diesel,2800,130000,4225000
335,TOYOTA,Hilux,2000,Manual,Diesel,2800,130000,4225000
336,NISSAN,March,2000,Manual,Petrol,990,130000,2040000
337,NISSAN,March,2000,Automatic,Petrol,1000,130000,2550000
338,NISSAN,March,2000,Automatic,Petrol,1000,130000,2900000
339,NISSAN,March,2000,Automatic,Petrol,1000,130000,2455000
340,Mitsubishi,Montero,2000,Tiptronic,Diesel,3200,130000,8500000
341,Mitsubishi,Montero,2000,Automatic,Petrol,3500,130000,9000000
342,NISSAN,N16,2000,Manual,Petrol,1600,130000,3000000
343,NISSAN,N16,2000,Manual,Petrol,1500,130000,3150000
344,NISSAN,N16,2000,Manual,Petrol,1498,130000,3550000
345,NISSAN,Pulsar,2000,Automatic,Petrol,1500,130000,2750000
346,TOYOTA,Soluna,2000,Manual,Petrol,1500,130000,2490000
347,NISSAN,Sunny,2000,Manual,Petrol,1500,130000,2350000
348,NISSAN,Sunny,2000,Automatic,Petrol,1490,130000,2725000
349,TOYOTA,VITZ,2000,Automatic,Petrol,1000,130000,3550000
350,NISSAN,Wingroad,2000,Manual,Petrol,1300,130000,2600000
351,NISSAN,Wingroad,2000,Manual,Petrol,1300,130000,2600000
352,NISSAN,Wingroad,2000,Manual,Petrol,1300,130000,2600000
353,TOYOTA,Harrier,2000,Automatic,Petrol,2000,131000,4490000
354,NISSAN,Sunny,2000,Automatic,Petrol,1500,131000,2825000
355,NISSAN,Sunny,2000,Automatic,Petrol,1500,131000,2825000
356,NISSAN,Sunny,2000,Automatic,Petrol,1500,131000,3375000
357,BENZ,C200,2000,Tiptronic,Petrol,2000,132000,5750000
358,NISSAN,FB15,2000,Automatic,Petrol,1500,132000,3650000
359,TOYOTA,Harrier,2000,Automatic,Petrol,3000,132000,3900000
360,SUZUKI,Jimny,2000,Automatic,Petrol,1330,132000,2650000
361,NISSAN,March,2000,Automatic,Petrol,1000,132000,2585000
362,NISSAN,March,2000,Automatic,Petrol,1000,132000,2975000
363,Mitsubishi,Montero,2000,Automatic,Petrol,3490,132000,7950000
364,TOYOTA,Soluna,2000,Manual,Petrol,1500,132000,2475000
365,NISSAN,March,2000,Automatic,Petrol,990,132702,2150000
366,NISSAN,Sunny,2000,Automatic,Petrol,1500,133000,3650000
367,NISSAN,March,2000,Automatic,Petrol,990,133500,2800000
368,TOYOTA,102,2000,Automatic,Petrol,1330,134000,2490000
369,HONDA,Civic,2000,Automatic,Petrol,1499,134000,3650000
370,NISSAN,March,2000,Automatic,Petrol,990,134000,2275000
371,NISSAN,March,2000,Automatic,Petrol,990,134000,2275000
372,TOYOTA,Mark,2000,Tiptronic,Petrol,2000,134000,3825000
373,NISSAN,N16,2000,Automatic,Petrol,1600,134000,2850000
374,Mitsubishi,Pajero,2000,Automatic,Petrol,3490,134000,7507500
375,NISSAN,CARAVAN,2000,Manual,Diesel,3200,134250,5775000
376,NISSAN,Sunny,2000,Automatic,Petrol,1599,134250,3490000
377,Mitsubishi,Pajero,2000,Manual,Diesel,2300,134560,7125000
378,NISSAN,Caravan,2000,Manual,Diesel,2800,135000,4600000
379,NISSAN,March,2000,Automatic,Petrol,1000,135000,2800000
380,NISSAN,March,2000,Automatic,Petrol,1000,135000,2825000
381,Mitsubishi,Montero,2000,Automatic,Diesel,3200,135000,10550000
382,Mitsubishi,Montero,2000,Manual,Diesel,2800,135000,15550000
383,NISSAN,Pulsar,2000,Automatic,Petrol,1500,135000,2800000
384,NISSAN,Sunny,2000,Automatic,Petrol,1500,135000,3150000
385,NISSAN,Sunny,2000,Automatic,Petrol,1500,135000,3150000
386,NISSAN,Sunny,2000,Automatic,Petrol,1500,135000,3250000
387,NISSAN,AD,2000,Automatic,Petrol,1500,135232,2050000
388,NISSAN,FB15,2000,Automatic,Petrol,1500,136000,3300000
389,NISSAN,March,2000,Manual,Petrol,1000,136000,2400000
390,NISSAN,Sunny,2000,Automatic,Petrol,1500,136000,2650000
391,NISSAN,Sunny,2000,Automatic,Petrol,1500,136000,3050000
392,BMW,530d,2000,Automatic,Diesel,3000,137000,5950000
393,BMW,530d,2000,Automatic,Diesel,3000,137000,6050000
