,Brand,Model,Year,Transmission,Fuel,Capacity,Mileage,Price
1276,TOYOTA,CE110,2000,Manual,Diesel,2000,250000,2800000
1277,NISSAN,Cefiro,2000,Automatic,Petrol,2000,250000,3000000
1278,TOYOTA,CR42,2000,Automatic,Diesel,2180,250000,4650000
1279,TOYOTA,Land,2000,Manual,Diesel,3000,250000,9000000
1280,TOYOTA,Land,2000,Automatic,Diesel,4160,250000,22000000
1281,Mitsubishi,Montero,2000,Automatic,Petrol,3500,250000,9650000
1282,TOYOTA,Platz,2000,Automatic,Petrol,1000,250000,2950000
1283,Mitsubishi,Po5,2000,Manual,Petrol,1600,250000,3075000
1284,NISSAN,QD32,2000,Manual,Diesel,3200,250000,2000000
1285,TOYOTA,Soluna,2000,Manual,Petrol,1498,250000,2350000
1286,TOYOTA,Townace,2000,Automatic,Diesel,2180,250000,5500000
1287,NISSAN,X-Trail,2000,Automatic,Petrol,2000,250000,5700000
1288,TOYOTA,Corolla,2000,Automatic,Petrol,1598,251788,4290000
1289,HONDA,Civic,2000,Manual,Petrol,1500,253000,3425000
1290,TOYOTA,Corolla,2000,Automatic,Petrol,1300,255000,2800000
1291,TOYOTA,Corolla,2000,Automatic,Petrol,1500,255737,4750000
1292,TOYOTA,Corolla,2000,Automatic,Petrol,1500,255737,4750000
1293,NISSAN,Sunny,2000,Automatic,Petrol,1300,256968,3475000
1294,Mitsubishi,Canter,2000,Manual,Diesel,5240,260000,3150000
1295,NISSAN,Cefiro,2000,Automatic,Petrol,2000,260000,3050000
1296,Mitsubishi,Pajero,2000,Automatic,Diesel,2000,260000,4200000
1297,TOYOTA,Corolla,2000,Manual,Petrol,1490,260459,2950000
1298,NISSAN,Wingroad,2000,Automatic,Diesel,2000,261213,2000000
1299,Mitsubishi,Pajero,2000,Automatic,Diesel,2000,262000,4150000
1300,NISSAN,Atlas,2000,Manual,Diesel,3050,263523,2990000
1301,NISSAN,Bluebird,2000,Manual,Petrol,1500,264000,3425000
1302,NISSAN,Sunny,2000,Manual,Petrol,1500,264000,3475000
1303,HONDA,Civic,2000,Manual,Petrol,1500,265000,3200000
1304,TOYOTA,Soluna,2000,Manual,Petrol,1500,265000,2300000
1305,NISSAN,Wingroad,2000,Automatic,Petrol,1500,265000,2775000
1306,NISSAN,Cefiro,2000,Automatic,Petrol,1990,267000,3365000
1307,TOYOTA,Corolla,2000,Automatic,Petrol,1300,268000,3550000
1308,TOYOTA,Land,2000,Automatic,Diesel,4200,270000,13900000
1309,NISSAN,Pulsar,2000,Manual,Petrol,1490,270000,2300000
1310,TOYOTA,Carina,2000,Automatic,Petrol,1600,273000,3675000
1311,TOYOTA,Soluna,2000,Automatic,Petrol,1500,276000,2275000
1312,HONDA,City,2000,Automatic,Petrol,1509,276100,2690000
1313,Mitsubishi,Galant,2000,Manual,Diesel,2000,277000,2950000
1314,NISSAN,Sunny,2000,Automatic,Petrol,1500,278000,2950000
1315,Mitsubishi,Montero,2000,Automatic,Diesel,2800,278050,6500000
1316,TOYOTA,Noah,2000,Automatic,Diesel,2180,279000,5000000
1317,TOYOTA,Land,2000,Automatic,Diesel,4200,280000,15000000
1318,Mitsubishi,Montero,2000,Automatic,Diesel,3200,280000,11000000
1319,TOYOTA,Soluna,2000,Manual,Petrol,1500,280000,2590000
1320,NISSAN,Vanette,2000,Manual,Diesel,2180,280000,3450000
1321,TOYOTA,VITZ,2000,Automatic,Petrol,1000,280000,2600000
1322,HONDA,CRV,2000,Automatic,Petrol,1970,280104,3995000
1323,TOYOTA,Land,2000,Manual,Diesel,3000,281240,11595000
1324,BENZ,C220,2000,Manual,Diesel,2200,284975,4500000
1325,Mitsubishi,L200,2000,Manual,Diesel,2500,286122,5650000
1326,NISSAN,Bluebird,2000,Automatic,Petrol,1760,286991,2090000
1327,TOYOTA,Land,2000,Manual,Diesel,4200,290000,17500000
1328,TOYOTA,Carina,2000,Automatic,Petrol,1500,292000,4250000
1329,TOYOTA,Land,2000,Manual,Diesel,3000,292000,11600000
1330,NISSAN,Pulsar,2000,Manual,Petrol,1500,292000,2385000
1331,NISSAN,Sunny,2000,Manual,Petrol,1300,293292,3085000
1332,Mitsubishi,L200,2000,Manual,Diesel,2600,295000,4625000
1333,TOYOTA,Land,2000,Automatic,Diesel,4000,295000,14000000
1334,AUDI,A6,2000,Manual,Diesel,1900,296000,3800000
1335,HONDA,Acty,2000,Manual,Petrol,660,300000,2400000
1336,NISSAN,Caravan,2000,Automatic,Diesel,3150,300000,5900000
1337,TOYOTA,HILUX,2000,Manual,Diesel,2500,300000,4850000
1338,Mitsubishi,MiniCab,2000,Manual,Petrol,650,300000,2600000
1339,Mitsubishi,Montero,2000,Tiptronic,Diesel,3200,300000,9890000
1340,NISSAN,NISSAN,2000,Manual,Diesel,4000,300000,4500000
1341,BMW,E46,2000,Manual,Diesel,2000,306500,4950000
1342,Mitsubishi,Lancer,2000,Manual,Petrol,1500,310000,3650000
1343,BENZ,MB140D,2000,Manual,Diesel,2874,310000,2850000
1344,Mitsubishi,L200,2000,Manual,Diesel,2477,311502,5000000
1345,NISSAN,Caravan,2000,Manual,Diesel,3200,325000,5000000
1346,NISSAN,Caravan,2000,Manual,Diesel,3200,341000,5850000
1347,TOYOTA,TownAce,2000,Automatic,Diesel,2000,354000,4850000
1348,Mitsubishi,Canter,2000,Manual,Diesel,4100,360000,3900000
1349,NISSAN,Sunny,2000,Automatic,Petrol,1597,380000,3350000
1350,NISSAN,Caravan,2000,Manual,Diesel,2700,390000,4875000
1351,TOYOTA,Corolla,2000,Manual,Diesel,2000,400000,2790000
1352,NISSAN,Sunny,2000,Automatic,Petrol,1500,412000,3390000
1353,NISSAN,Caravan,2000,Manual,Diesel,3150,434864,4500000
1354,Mitsubishi,L200,2000,Manual,Diesel,2500,496000,6300000
1355,TOYOTA,Dyna,2000,Manual,Diesel,4800,525000,4300000
1356,TOYOTA,Noah,2000,Automatic,Petrol,1790,680000,4800000
1357,TOYOTA,Platz,2000,Automatic,Petrol,1500,1090000,3500000
1358,SUZUKI,Escudo,2001,Automatic,Petrol,2700,2001,3074998
1359,HONDA,City,2001,Manual,Petrol,1500,6525,3425000
1360,NISSAN,Sunny,2001,Manual,Petrol,1600,9221,3300000
1361,TOYOTA,MR-S,2001,Manual,Petrol,1800,10000,9150000
1362,NISSAN,Sunny,2001,Automatic,Petrol,1500,12000,2995000
1363,NISSAN,Sunny,2001,Automatic,Petrol,1500,12000,3985000
1364,NISSAN,FB15,2001,Automatic,Petrol,1500,12345,3525000
1365,NISSAN,Primera,2001,Manual,Petrol,2000,14000,2975000
1366,NISSAN,X,2001,Automatic,Petrol,1990,19032,4650000
1367,NISSAN,X-Trail,2001,Automatic,Petrol,1990,19032,4650000
1368,NISSAN,Sunny,2001,Manual,Petrol,1600,24800,3100000
1369,NISSAN,Sunny,2001,Manual,Petrol,1600,24800,3100000
1370,Mitsubishi,Canter,2001,Manual,Diesel,2830,38000,3000000
1371,Mitsubishi,Canter,2001,Manual,Diesel,2800,40000,3000000
1372,Mitsubishi,Pajero,2001,Automatic,Diesel,3200,41000,11000000
1373,TOYOTA,Corolla,2001,Automatic,Petrol,1800,43000,5150000
1374,NISSAN,Vanette,2001,Manual,Diesel,2180,43000,3975000
1375,NISSAN,Sunny,2001,Manual,Petrol,1490,43738,3695000
1376,NISSAN,Bluebird,2001,Automatic,Petrol,1800,50000,3025000
1377,NISSAN,Vanette,2001,Manual,Diesel,1234,50000,3750000
1378,NISSAN,March,2001,Automatic,Petrol,1000,58000,2750000
1379,Mitsubishi,Montero,2001,Manual,Diesel,2800,60000,13850000
1380,TOYOTA,Starlet,2001,Automatic,Petrol,1000,61000,2975000
1381,TOYOTA,Corsa,2001,Automatic,Petrol,1300,62000,3250000
1382,Mitsubishi,Fuso,2001,Manual,Diesel,8200,63000,9600000
1383,TOYOTA,Duet,2001,Automatic,Petrol,1000,65000,2975000
1384,NISSAN,Sunny,2001,Automatic,Petrol,1500,65000,2750000
1385,SUZUKI,ALTO,2001,Manual,Petrol,650,66000,2550000
1386,HONDA,City,2001,Automatic,Petrol,1500,67000,2850000
1387,SUZUKI,Jimny,2001,Manual,Petrol,650,67000,3050000
1388,NISSAN,JA530RANMJ,2001,Automatic,Diesel,177790,68000,4250000
1389,NISSAN,March,2001,Automatic,Petrol,1000,68000,2750000
1390,BENZ,E220,2001,Automatic,Petrol,2000,69000,3650000
1391,TOYOTA,Mark,2001,Automatic,Petrol,1980,70000,4700000
1392,NISSAN,Pulsar,2001,Automatic,Diesel,1500,73000,2675000
1393,NISSAN,March,2001,Automatic,Petrol,1000,74000,2850000
1394,BENZ,C200,2001,Manual,Petrol,1998,75000,64000000
1395,NISSAN,Vanette,2001,Manual,Diesel,1000,75000,4200000
1396,NISSAN,Wingroad,2001,Automatic,Petrol,1490,76577,3800000
1397,NISSAN,March,2001,Automatic,Petrol,1000,78000,2650000
1398,BENZ,ML270,2001,Manual,Diesel,2680,79000,6850000
1399,Mitsubishi,Lancer,2001,Manual,Petrol,2000,80000,8450000
1400,Mitsubishi,Lancer,2001,Manual,Petrol,2000,80000,8950000
1401,Mitsubishi,Montero,2001,Automatic,Petrol,3500,82000,8900000
1402,HONDA,Acty,2001,Manual,Petrol,650,84000,2050000
1403,Mitsubishi,Lancer,2001,Manual,Petrol,2000,84000,10500000
1404,NISSAN,March,2001,Automatic,Petrol,1000,84000,2675000
1405,Mitsubishi,Montero,2001,Tiptronic,Diesel,3200,84000,10800000
1406,Mitsubishi,MAGNA,2001,Automatic,Petrol,35000,85000,2400000
1407,NISSAN,March,2001,Automatic,Petrol,1000,85000,2950000
1408,BENZ,S320,2001,Automatic,Petrol,3199,85000,7950000
1409,NISSAN,Vanette,2001,Manual,Diesel,2500,85478,2985000
1410,NISSAN,Sunny,2001,Automatic,Petrol,1500,85600,2700000
1411,NISSAN,March,2001,Automatic,Petrol,990,87000,2900000
1412,NISSAN,Sunny,2001,Automatic,Petrol,1500,88000,3550000
1413,Mitsubishi,Wira,2001,Manual,Petrol,1300,88000,2550000
1414,NISSAN,Primera,2001,Automatic,Petrol,2000,88270,3100000
1415,Mitsubishi,Minicab,2001,Manual,Petrol,660,88800,2400000
1416,Mitsubishi,Cedia,2001,Manual,Petrol,1830,89350,4500000
1417,Mitsubishi,Lancer,2001,Manual,Petrol,1800,89350,4450000
1418,TOYOTA,VITZ,2001,Automatic,Petrol,990,90703,3250000
1419,NISSAN,March,2001,Automatic,Petrol,1000,91000,2780000
1420,TOYOTA,VITZ,2001,Automatic,Petrol,1000,91000,3050000
1421,TOYOTA,VITZ,2001,Automatic,Petrol,1000,91000,3250000
1422,NISSAN,X,2001,Automatic,Petrol,1990,91000,4250000
1423,NISSAN,X-Trail,2001,Automatic,Petrol,1990,91000,4250000
1424,NISSAN,X-Trail,2001,Automatic,Petrol,1990,91000,4450000
1425,NISSAN,X-Trail,2001,Automatic,Petrol,1990,91000,4995000
1426,NISSAN,March,2001,Automatic,Petrol,1200,93000,2200000
1427,NISSAN,FB15,2001,Automatic,Petrol,1500,94000,3650000
1428,NISSAN,March,2001,Automatic,Petrol,1000,94094,2935000
1429,HONDA,City,2001,Automatic,Petrol,1500,94500,2990000
1430,NISSAN,Sunny,2001,Automatic,Petrol,1300,95000,3650000
1431,NISSAN,Vanette,2001,Manual,Diesel,2000,95000,3550000
1432,HONDA,Civic,2001,Automatic,Petrol,1500,96000,4400000
1433,NISSAN,Cefiro,2001,Automatic,Petrol,2000,96350,3185000
1434,TOYOTA,Corolla,2001,Automatic,Petrol,1500,97000,4390000
1435,SUZUKI,Liana,2001,Manual,Petrol,1330,97522,2790000
1436,SUZUKI,Liana,2001,Manual,Petrol,1330,97522,2790000
1437,NISSAN,N16,2001,Automatic,Petrol,1597,97600,3425000
1438,NISSAN,N16,2001,Automatic,Petrol,1597,97600,3425000
1439,HONDA,City,2001,Automatic,Petrol,1490,97999,2990000
1440,BMW,520i,2001,Manual,Petrol,2200,98000,3380000
1441,TOYOTA,AQUA,2001,Automatic,Hybrid,1500,98000,7600000
1442,TOYOTA,Cami,2001,Automatic,Petrol,1300,98000,3950000
1443,TOYOTA,Cami,2001,Automatic,Petrol,1300,98000,3950000
1444,NISSAN,March,2001,Automatic,Petrol,1000,98000,2150000
1445,NISSAN,March,2001,Automatic,Petrol,1000,98000,2690000
1446,TOYOTA,Noah,2001,Automatic,Diesel,1800,98000,5700000
1447,NISSAN,Sunny,2001,Automatic,Petrol,1500,98345,3390000
1448,TOYOTA,Crown,2001,Automatic,Petrol,2500,99200,6100000
1449,HONDA,City,2001,Automatic,Petrol,1493,100000,3000000
1450,TOYOTA,Corolla,2001,Automatic,Diesel,2000,100000,2375000
1451,TOYOTA,Corolla,2001,Manual,Petrol,1600,100000,3200000
1452,NISSAN,FB15,2001,Automatic,Petrol,1500,100000,3350000
1453,NISSAN,FB15,2001,Automatic,Petrol,1500,100000,3500000
1454,Mitsubishi,L200,2001,Manual,Diesel,2500,100000,4950000
1455,Mitsubishi,L200,2001,Manual,Diesel,2500,100000,4950000
1456,TOYOTA,Land,2001,Automatic,Petrol,4900,100000,12500000
1457,TOYOTA,Land,2001,Automatic,Petrol,4900,100000,12500000
1458,Mitsubishi,Magna,2001,Automatic,Petrol,3500,100000,4950000
1459,Mitsubishi,Montero,2001,Automatic,Petrol,3200,100000,10950000
1460,Mitsubishi,Montero,2001,Automatic,Petrol,3200,100000,11200000
1461,TOYOTA,MR-S,2001,Manual,Petrol,1800,100000,9150000
1462,TOYOTA,MR-S,2001,Manual,Petrol,1800,100000,9150000
1463,NISSAN,Sunny,2001,Automatic,Petrol,1500,100000,2850000
1464,TOYOTA,Townace,2001,Automatic,Diesel,2000,100000,5200000
1465,NISSAN,Vanette,2001,Manual,Diesel,1500,100000,3750000
1466,NISSAN,Vanette,2001,Automatic,Diesel,2180,100000,4050000
1467,NISSAN,X-Trail,2001,Automatic,Petrol,2000,100000,5350000
1468,NISSAN,X-Trail,2001,Automatic,Petrol,2000,100000,5350000
1469,TOYOTA,Corsa,2001,Automatic,Petrol,1500,100850,2400000
1470,SUZUKI,AERIO,2001,Automatic,Petrol,1490,102000,3000000
1471,TOYOTA,MR-S,2001,Automatic,Petrol,1800,102000,7950000
1472,NISSAN,Sunny,2001,Automatic,Petrol,1600,102000,3850000
1473,TOYOTA,VITZ,2001,Automatic,Petrol,1000,102500,2975000
1474,Mitsubishi,Montero,2001,Automatic,Petrol,3500,102900,7100000
1475,NISSAN,AD,2001,Manual,Petrol,1490,103000,2600000
1476,NISSAN,AD,2001,Manual,Petrol,1490,103000,2700000
1477,NISSAN,AD,2001,Manual,Petrol,1490,103000,2700000
1478,NISSAN,AD,2001,Manual,Petrol,1490,103000,2700000
1479,BENZ,C200,2001,Manual,Diesel,2000,103000,5975000
1480,TOYOTA,Corolla,2001,Automatic,Petrol,1300,103000,3295000
1481,TOYOTA,Corolla,2001,Automatic,Petrol,1500,103000,3325000
1482,NISSAN,Sunny,2001,Automatic,Petrol,1490,104327,2275000
1483,NISSAN,FB15,2001,Automatic,Petrol,1500,104506,3850000
1484,BENZ,C200,2001,Manual,Petrol,1998,105000,6450000
1485,NISSAN,March,2001,Automatic,Petrol,1000,106000,2750000
1486,NISSAN,Sunny,2001,Automatic,Petrol,1500,106000,4050000
1487,NISSAN,FB15,2001,Automatic,Petrol,1500,107000,3750000
1488,NISSAN,FB15,2001,Automatic,Petrol,1500,107000,3975000
1489,NISSAN,March,2001,Automatic,Petrol,1300,107000,2990000
1490,NISSAN,Sunny,2001,Automatic,Petrol,1500,107000,3850000
1491,HONDA,City,2001,Manual,Petrol,1500,107800,2525000
1492,HONDA,City,2001,Manual,Petrol,1500,107800,2600000
1493,HONDA,City,2001,Manual,Petrol,1500,107800,2600000
1494,NISSAN,FB15,2001,Automatic,Petrol,1500,108000,3960000
1495,TOYOTA,MR-S,2001,Manual,Petrol,1800,108000,8950000
1496,NISSAN,N16,2001,Automatic,Petrol,1500,108000,3530000
1497,NISSAN,March,2001,Automatic,Petrol,1000,108293,2650000
1498,HONDA,City,2001,Automatic,Petrol,1500,109000,3200000
1499,NISSAN,March,2001,Automatic,Petrol,1000,109000,2750000
1500,NISSAN,Sunny,2001,Automatic,Petrol,1500,109000,3675000
1501,NISSAN,FB15,2001,Automatic,Petrol,1500,109700,3850000
1502,NISSAN,AD,2001,Manual,Petrol,1300,110000,2850000
1503,NISSAN,AD,2001,Manual,Petrol,1300,110000,2850000
1504,NISSAN,AD,2001,Manual,Petrol,1300,110000,2850000
1505,TOYOTA,Allion,2001,Automatic,Petrol,1500,110000,5850000
1506,TOYOTA,Carina,2001,Automatic,Petrol,1500,110000,3275000
1507,HONDA,CITY,2001,Automatic,Petrol,1500,110000,3025000
1508,TOYOTA,Dolphin,2001,Manual,Diesel,32000,110000,4850000
1509,NISSAN,March,2001,Automatic,Petrol,1000,110000,3050000
1510,NISSAN,N16,2001,Automatic,Petrol,1500,110000,3800000
1511,Mitsubishi,RVR,2001,Manual,Petrol,1990,110000,2350000
1512,NISSAN,Sunny,2001,Automatic,Petrol,1500,110000,3390000
1513,NISSAN,X-Trail,2001,Automatic,Petrol,2000,110000,4990000
1514,HONDA,City,2001,Manual,Petrol,1500,111111,2750000
1515,Mitsubishi,Montero,2001,Tiptronic,Petrol,3500,112000,8000000
1516,NISSAN,Sunny,2001,Automatic,Petrol,1500,112000,2775000
1517,NISSAN,Sunny,2001,Automatic,Petrol,1500,112326,2695000
1518,NISSAN,MARCH,2001,Automatic,Petrol,1000,113000,2690000
1519,TOYOTA,RAV4,2001,Automatic,Petrol,1990,113000,5450000
1520,TOYOTA,RAV4,2001,Automatic,Petrol,1990,113000,5450000
1521,TOYOTA,RAV4,2001,Automatic,Petrol,1990,113000,5450000
1522,NISSAN,Sunny,2001,Automatic,Petrol,1500,113000,3190000
1523,NISSAN,N16,2001,Automatic,Petrol,1490,113800,3450000
1524,TOYOTA,Corolla,2001,Manual,Petrol,1500,114000,3990000
1525,SUZUKI,Cultus,2001,Automatic,Petrol,1500,114000,2800000
1526,Mitsubishi,Lancer,2001,Manual,Petrol,1300,114000,3995000
1527,Mitsubishi,Lancer,2001,Manual,Petrol,1300,114000,3995000
1528,BENZ,ML270,2001,Automatic,Diesel,2700,114000,4500000
1529,Mitsubishi,Montero,2001,Manual,Petrol,3000,114000,11250000
1530,NISSAN,Sunny,2001,Manual,Petrol,1590,114000,3575000
1531,TOYOTA,VEROSSA,2001,Automatic,Petrol,2000,114000,3700000
1532,TOYOTA,VITZ,2001,Automatic,Petrol,1500,114000,3590000
1533,TOYOTA,Corolla,2001,Automatic,Petrol,1500,114500,3350000
1534,NISSAN,AD,2001,Automatic,Petrol,1300,115000,2075000
1535,NISSAN,AD,2001,Automatic,Petrol,1300,115000,2175000
1536,BENZ,C200,2001,Manual,Petrol,1998,115000,5000000
1537,SUZUKI,EVERY,2001,Automatic,Petrol,650,115000,2550000
1538,Mitsubishi,Montero,2001,Automatic,Petrol,3500,115000,11500000
1539,TOYOTA,Platz,2001,Automatic,Petrol,1500,115000,3625000
1540,NISSAN,Sunny,2001,Automatic,Petrol,1500,115000,3950000
1541,NISSAN,Sylphy,2001,Manual,Petrol,1600,115000,2785000
1542,NISSAN,Bluebird,2001,Automatic,Petrol,1750,115200,2875000
1543,SUZUKI,Cultus,2001,Automatic,Petrol,1500,116000,2400000
1544,NISSAN,March,2001,Automatic,Petrol,1000,116000,2675000
1545,NISSAN,Primera,2001,Automatic,Petrol,2000,116000,2950000
1546,NISSAN,Primera,2001,Automatic,Petrol,2000,116000,2950000
1547,TOYOTA,Corolla,2001,Manual,Petrol,1500,116445,3300000
1548,BENZ,E200,2001,Tiptronic,Petrol,1998,116600,4400000
1549,BENZ,C180,2001,Tiptronic,Petrol,2000,117000,4875000
1550,NISSAN,N16,2001,Automatic,Petrol,1500,117000,3550000
1551,NISSAN,Sunny,2001,Automatic,Petrol,1500,117000,2595000
1552,TOYOTA,Corolla,2001,Manual,Petrol,1500,117245,3800000
1553,NISSAN,Bluebird,2001,Automatic,Petrol,1800,117300,3475000
1554,SUZUKI,Liana,2001,Manual,Petrol,1500,117525,2790000
1555,NISSAN,Wingroad,2001,Automatic,Petrol,1500,117654,3150000
1556,NISSAN,Wingroad,2001,Automatic,Petrol,1500,117723,3095000
1557,Mitsubishi,Pajero,2001,Automatic,Petrol,1830,117800,4290000
1558,TOYOTA,Soluna,2001,Manual,Petrol,1500,119000,2850000
1559,HONDA,City,2001,Automatic,Petrol,1463,120000,3500000
1560,TOYOTA,Corolla,2001,Automatic,Petrol,1800,120000,4650000
1561,TOYOTA,Dolphin,2001,Manual,Diesel,2790,120000,5300000
1562,SUZUKI,EVERY,2001,Manual,Petrol,650,120000,2500000
1563,SUZUKI,EVERY,2001,Automatic,Petrol,660,120000,2675000
1564,NISSAN,FB15,2001,Automatic,Petrol,1500,120000,3800000
1565,NISSAN,FB15,2001,Automatic,Petrol,1300,120000,3550000
1566,NISSAN,FB15,2001,Automatic,Petrol,1500,120000,3500000
1567,SUZUKI,Jimny,2001,Manual,Petrol,1300,120000,3290000
1568,NISSAN,March,2001,Automatic,Petrol,1000,120000,2590000
1569,NISSAN,March,2001,Automatic,Petrol,1000,120000,2790000
1570,NISSAN,March,2001,Automatic,Petrol,1000,120000,2790000
1571,NISSAN,March,2001,Automatic,Petrol,1000,120000,2850000
1572,NISSAN,March,2001,Automatic,Petrol,1000,120000,2875000
1573,NISSAN,March,2001,Automatic,Petrol,1000,120000,2875000
1574,NISSAN,March,2001,Automatic,Petrol,1000,120000,2890000
1575,NISSAN,March,2001,Automatic,Petrol,1000,120000,3000000
1576,NISSAN,March,2001,Automatic,Petrol,1000,120000,3050000
1577,NISSAN,March,2001,Automatic,Petrol,1000,120000,2850000
1578,NISSAN,March,2001,Automatic,Petrol,1000,120000,2875000
1579,NISSAN,March,2001,Automatic,Petrol,1000,120000,2890000
1580,NISSAN,March,2001,Automatic,Petrol,1000,120000,2690000
1581,Mitsubishi,Montero,2001,Tiptronic,Petrol,3500,120000,8975000
1582,NISSAN,Primera,2001,Automatic,Petrol,2000,120000,3800000
1583,TOYOTA,Soluna,2001,Manual,Petrol,1500,120000,2175000
1584,NISSAN,Sunny,2001,Manual,Petrol,1500,120000,2775000
1585,NISSAN,Sunny,2001,Automatic,Petrol,1500,120000,2825000
1586,NISSAN,Sunny,2001,Manual,Petrol,1490,120000,3550000
1587,NISSAN,Sunny,2001,Automatic,Petrol,1490,120000,3590000
1588,Mitsubishi,Montero,2001,Automatic,Petrol,3500,121456,6795000
1589,HONDA,Civic,2001,Automatic,Petrol,1500,122000,3900000
1590,HONDA,Civic,2001,Automatic,Petrol,1500,122000,4925000
1591,BENZ,E200,2001,Manual,Petrol,2000,122000,3500000
1592,NISSAN,Sunny,2001,Automatic,Petrol,1500,122000,3675000
1593,NISSAN,X-Trail,2001,Automatic,Petrol,1990,122500,5400000
1594,TOYOTA,VITZ,2001,Automatic,Petrol,1000,122600,3250000
1595,HONDA,Civic,2001,Automatic,Petrol,1550,123000,3725000
1596,HONDA,Civic,2001,Automatic,Petrol,1500,123000,3725000
1597,HONDA,Civic,2001,Automatic,Petrol,1500,123000,3950000
1598,NISSAN,FB15,2001,Automatic,Petrol,1500,123000,3850000
1599,NISSAN,Sunny,2001,Automatic,Petrol,1500,123000,2590000
1600,NISSAN,FB15,2001,Automatic,Petrol,1500,123456,3400000
1601,Mitsubishi,Galant,2001,Automatic,Petrol,2000,123456,2450000
1602,NISSAN,Sylphy,2001,Automatic,Petrol,1800,123456,2690000
1603,NISSAN,D21,2001,Manual,Diesel,2500,123488,3450000
1604,NISSAN,FB15,2001,Automatic,Petrol,1500,123545,3390000
1605,HONDA,Civic,2001,Automatic,Petrol,1700,123600,4850000
1606,NISSAN,N16,2001,Automatic,Petrol,1500,123672,3225000
1607,NISSAN,Sunny,2001,Automatic,Petrol,1500,123700,3295000
1608,NISSAN,Sunny,2001,Automatic,Petrol,1500,123777,3290000
1609,NISSAN,Sunny,2001,Automatic,Petrol,1500,123777,3350000
1610,NISSAN,SUNNY,2001,Automatic,Petrol,1500,123777,3350000
1611,NISSAN,Bluebird,2001,Manual,Petrol,1800,124000,3685000
1612,HONDA,City,2001,Automatic,Petrol,1500,124000,2290000
1613,HONDA,City,2001,Manual,Petrol,1500,124000,2650000
1614,SUZUKI,EVERY,2001,Automatic,Petrol,675,124000,2550000
1615,NISSAN,March,2001,Automatic,Petrol,1000,124000,2750000
1616,Mitsubishi,Montero,2001,Automatic,Diesel,2800,124000,9000000
1617,Mitsubishi,Montero,2001,Tiptronic,Diesel,2800,124000,9000000
1618,NISSAN,FB15,2001,Automatic,Petrol,1500,125000,3590000
1619,NISSAN,FB15,2001,Automatic,Petrol,1500,125000,4150000
1620,NISSAN,March,2001,Automatic,Petrol,1000,125000,2375000
1621,NISSAN,March,2001,Automatic,Petrol,1000,125000,3150000
1622,NISSAN,March,2001,Automatic,Petrol,1000,125000,3175000
1623,NISSAN,Sunny,2001,Automatic,Petrol,1500,125000,3525000
1624,TOYOTA,Townace,2001,Automatic,Diesel,2200,125000,2675000
1625,TOYOTA,Verossa,2001,Automatic,Petrol,2000,125000,3900000
1626,TOYOTA,Verossa,2001,Automatic,Petrol,2000,125000,4300000
1627,TOYOTA,Verossa,2001,Automatic,Petrol,2000,125000,5400000
1628,TOYOTA,VITZ,2001,Automatic,Petrol,1000,125000,3750000
1629,HONDA,Es1,2001,Automatic,Petrol,1700,126000,4550000
1630,Mitsubishi,Montero,2001,Automatic,Petrol,3000,126000,9950000
1631,NISSAN,Sunny,2001,Automatic,Petrol,1500,126000,2800000
1632,Mitsubishi,Montero,2001,Automatic,Petrol,3500,126398,6250000
1633,TOYOTA,Mark,2001,Automatic,Petrol,1981,126498,3650000
1634,Mitsubishi,Lancer,2001,Manual,Petrol,1249,126604,2700000
1635,SUZUKI,EVERY,2001,Manual,Petrol,650,126844,2350000
1636,NISSAN,Wingroad,2001,Automatic,Petrol,1500,126900,3100000
1637,NISSAN,Wingroad,2001,Automatic,Petrol,1500,126900,3100000
1638,TOYOTA,Carina,2001,Manual,Petrol,1600,127000,5200000
1639,NISSAN,March,2001,Automatic,Petrol,1000,127000,2750000
1640,TOYOTA,Verossa,2001,Automatic,Petrol,2000,127000,4600000
1641,Mitsubishi,Minicab,2001,Manual,Petrol,650,127500,2450000
1642,TOYOTA,Carina,2001,Automatic,Diesel,2200,128000,5000000
1643,TOYOTA,Mark,2001,Automatic,Petrol,1980,128000,4300000
1644,TOYOTA,Mark,2001,Automatic,Petrol,1980,128000,4300000
1645,TOYOTA,VITZ,2001,Automatic,Petrol,1000,128000,3500000
1646,NISSAN,Wingroad,2001,Automatic,Petrol,1500,128000,4200000
1647,Mitsubishi,Delica,2001,Manual,Diesel,25000,128963,2975000
1648,NISSAN,March,2001,Automatic,Petrol,1000,129000,2150000
1649,SUZUKI,Swift,2001,Manual,Petrol,1300,129000,2800000
1650,SUZUKI,Swift,2001,Manual,Petrol,1300,129000,2975000
1651,BENZ,ML270,2001,Tiptronic,Diesel,2700,129900,8100000
1652,BENZ,ML270,2001,Tiptronic,Diesel,2700,129900,8100000
1653,SUZUKI,ALTO,2001,Automatic,Petrol,660,130000,2825000
1654,SUZUKI,Escudo,2001,Automatic,Petrol,2700,130000,5250000
1655,NISSAN,FB15,2001,Automatic,Petrol,1500,130000,3475000
1656,NISSAN,FB15,2001,Automatic,Petrol,1500,130000,3490000
1657,TOYOTA,Land,2001,Automatic,Petrol,4700,130000,16000000
1658,NISSAN,March,2001,Automatic,Petrol,1000,130000,2095000
1659,NISSAN,March,2001,Automatic,Petrol,1000,130000,2685000
